LeidenCluster	LC00	LC01	LC02	LC03	LC04	LC05	LC06	LC07	LC08	LC09	LC10	LC11	LC12	LC13	LC14	LC15	LC16	LC17	LC18	LC19	LC20	LC21	LC22	LC23	LC24	LC25	LC26	LC27	LC28	LC29	LC30	LC31	LC32	LC33	LC34	LC35	LC36	LC37	LC38	LC39	LC40	LC41	LC42	LC43	LC44	LC45	LC46	LC47	LC48	LC49	LC50	LC51	LC52	LC53	LC54	LC55	LC56	LC57	LC58	LC59	LC60	LC61	LC62	LC63	LC64	LC65	LC66	LC67
LC42	0.012191780583873959	0.04622097193347193	0.006968227196300967	9.024390243902438e-05	0.0	0.00018006072874493927	0.7731957953063885	0.0	0.3199146456163924	0.0004872946228528753	0.019417232488182206	0.0	0.1357339205955335	0.021552075262866628	0.0	0.015347294654498043	0.006563839579224194	0.01293383575883576	0.0	0.0	0.0	0.007453506787330317	0.0	0.0	0.0	0.020027212572373863	0.0	0.8782920700086431	0.01576925287356322	0.0	0.0	0.7172237435897435	0.02264052601809955	0.0	0.7507221584385763	0.0	0.007442090570719603	0.0	0.0	0.004702933507170796	0.031848254985754984	0.011157474600870828	0.9420704881656804	0.0	0.004035871271585557	0.0	0.0	0.0	0.0035942307692307693	0.0	0.0	0.019184523809523808	0.0	0.0	0.0	0.0	0.11971797082228117	0.027666346153846152	0.0	0.0	0.5360774615384616	0.0	0.0	0.10798854515050167	0.011417004048582997	0.0	0.023288461538461536	0.0
LC43	0.0010004636191826128	0.0	0.0	0.0	0.0	0.0	0.0	0.8832993947144075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014269651741293533	0.0	0.0	0.0021594771241830067	0.0	0.0	0.0	0.0	1.0040722798923492	0.0	0.05171609477124183	0.0	0.0	0.0	0.3719480620155039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC44	0.009119498401770348	0.0004446552675124104	2.217017954722873e-05	0.0	0.0002952972493345164	0.006863618229246585	0.0	0.0	0.0	0.0006083415890628096	0.001545912666742675	0.0	0.0	0.058446982821905746	0.0	0.03909180214458665	0.03850172684458399	0.07462197095054238	0.0	0.0	0.0	0.07145498199279712	0.0	0.003212689432208527	0.0	0.0	0.0	0.0	0.0007365235749472203	0.0	0.0	0.0	0.044483133253301325	0.8161052220888355	0.0	0.0	0.0014231731402238315	0.0	0.10302812925170067	0.0	0.011830461073318215	0.001135309973045822	0.0	0.0	0.7930641399416909	0.0	0.8242894051237517	0.8308579244463743	0.002502222222222222	0.0	0.025293782629330804	0.0	0.0	0.0	0.0	0.02778294930875576	0.0	0.0	0.0	0.0010318681318681319	0.0	0.0	0.06387417923691216	0.0	0.0	0.0	0.012664285714285713	0.0
LC45	0.0035419402610441767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0001068407960199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05486642156862745	0.0	1.0020017361111109	0.0	0.0	0.0	0.006460901162790698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42510461956521733	0.0	0.0	0.0	0.0	0.0	0.0
LC46	0.004583049218149193	0.0	0.0	0.0	0.0	0.007855599104143338	0.0	0.0	0.0	0.0	0.00415613930821348	0.0	0.0	0.036727797336598804	0.0	0.046208005769924274	0.0	0.07484462334675102	0.0	0.0	0.0	0.06638122653316646	0.0	0.0010160311775858437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012514705882352942	0.9923728410513141	0.0	0.0	0.0	0.0	0.15132468085106382	0.004307536963577353	0.0	0.0	0.0	0.0	0.8189766825879288	0.0	0.9995515617926664	0.9954826618379358	0.011338439716312055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07117446808510638	0.0
LC47	0.0034432933863112027	0.000285681426106958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012165695946749079	0.0	0.0	0.03109500994948722	0.0	0.04747156509195817	0.008436879432624113	0.05816020701552617	0.0	0.0	0.0	0.06683019190654986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02781013767209011	0.9947489674593242	0.0	0.0	0.0	0.0	0.17502773049645393	0.002158168049044356	0.008620015760441293	0.0	0.0	0.0	0.8249693009118542	0.0	0.9954826618379358	0.9976524219103666	0.005711394799054373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030022340425531917	0.0
LC48	0.008288313253012049	0.0046075675675675675	0.0023808621736490588	0.04362160569105691	0.0	0.0	0.0	0.0	0.0	0.09344528586839267	0.0	0.0	0.0	0.10734132693844924	0.0	0.6092431638418079	0.055634415954415956	0.03122752752752753	0.0	0.0	0.0	0.08627511982570807	0.0	0.0	0.0	0.002157801672640382	0.0	0.011960998751560549	0.0	0.0	0.0	0.0	0.0	0.014046732026143793	0.0	0.0	0.001533046594982079	0.0	0.03733533333333333	0.0	0.0	0.018032620545073375	0.0	0.0	0.045344399092970514	0.0	0.02284723404255319	0.015211536643026007	0.9766658765432098	0.0	0.09253447028423774	0.008718253968253969	0.0	0.0	0.0055425000000000006	0.12387039426523297	0.02563264367816092	0.0	0.0	0.0	0.0	0.0	0.014443478260869568	0.0	0.012301754385964914	0.011249019607843138	0.7889277777777778	0.0
LC49	0.0045546651723171756	0.0	0.00019417969246409962	0.0	0.0	0.0	0.0	0.02011382204246714	0.0	0.0	0.0015126282967389893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020606872613675806	0.0	0.0	0.0013334883720930236	0.0	0.0	0.0	0.0	0.36795535795713635	0.0	0.006394282945736436	0.0	0.0	0.0	0.8504491076257437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031044186046511633	0.0	0.0	0.0	0.0	0.0	0.0
LC50	0.003018376996357523	0.7940518290383407	0.0005823230397763375	0.0	0.0008621755982473879	0.0	0.0	0.0	0.0	0.0014589523594490856	0.0	0.0	0.0	0.006637192571524176	0.0	0.007442688214426488	1.0004204333134565	0.017626230882044833	0.0	0.0	0.0	0.00751281349749202	0.0	0.0	0.0	0.0	0.0	0.011916383590279593	0.0	0.0	0.0	0.0	0.01498577291381669	0.008748290013679891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012026853883282142	0.0	0.0	0.012934029425723779	0.0	0.0	0.03263631865413162	0.03983307493540052	0.0	1.000610059491617	0.0	0.0	0.0	0.017418604651162788	1.0001282820705177	0.0	0.0	0.0	0.0	0.0	0.0	1.000215166835187	0.03723791708796764	0.0	0.0	0.02836046511627907	0.0
LC51	0.006448508318990247	0.0	0.6803768019776216	0.0031228948896631823	0.0	0.0	0.0	0.0	0.0038513724266999376	0.001357871012482663	0.0009042298483639265	0.0	0.0020406758832565283	0.00046865364850976366	0.0	0.017492574656981435	0.0	0.0046767910767910766	0.5298721712538226	0.5723964285714286	0.0	0.00457609710550887	0.0	0.0	0.0	0.7607189964157707	0.0	0.0575868378812199	0.010398467432950191	0.0	0.0	0.0456	0.11685280112044819	0.0	0.007400142146410803	0.0	0.4860511520737327	0.0	0.0	0.0013521388216303468	0.0	0.0	0.01977632783882784	0.0	0.017589310009718175	0.0	0.0	0.0	0.0	0.0	0.022083444075304538	1.0023877551020408	0.0	0.744427293844367	0.7855386904761904	0.0	0.05704597701149425	0.0	0.0	0.0	0.0	0.0	0.03152422360248447	0.0100296066252588	0.9998235588972432	1.0017029411764706	0.0	0.0
LC52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07195467703028678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8460705532421178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC53	0.018693991698501323	0.006129611074489123	0.6323484472877516	0.00014775431290898274	0.0	0.0001070053181734825	0.016209280694501862	0.0	0.015369219299179893	0.0	0.0	0.0	0.002731801730920535	0.011866590629935076	0.0	0.052260824720959075	0.02894375651448822	0.007442012744451769	0.9943405236070708	0.9950686608375519	0.0	0.017186681013868964	0.0	0.004089012315865733	0.0	0.8158747705218988	0.0	0.04631425047958345	0.03342929632744603	0.0	0.05186662387676508	0.0361270243902439	0.11446947632711621	0.014549067431850788	0.0020605751729159084	0.0	0.32100102281667975	0.0	0.005503414634146341	0.0003720545680033071	0.003203252032520325	0.0	0.039228377110694185	0.0	0.0031518168242906917	0.0	0.0	0.0	0.08309582655826558	0.0	0.039725014180374364	0.6656911149825784	0.0	0.9939568114217727	0.647063643292683	0.022702596380802516	0.03606812447434819	0.08468742160278746	0.08437421602787457	0.02115403377110694	0.0	0.0	0.08125800636267232	0.047517073170731706	0.7448010269576381	0.7705813486370159	0.0	0.08566341463414634
LC54	0.01769968938253012	0.06721586148648648	0.7141150017076503	0.013074047256097562	0.0	0.0	0.05215817002118644	0.0	0.010591975982532751	0.007948907766990292	0.0003453561452513967	0.0	0.0	0.038525022482014386	0.0	0.012211122881355932	0.06206650641025641	0.052096846846846845	0.6762997706422018	0.6769723172169811	0.0	0.022934466911764706	0.0	0.0007604269801980199	0.0	0.7052199932795699	0.0	0.06692008426966292	0.033654561781609194	0.0	0.0	0.0	0.1904597426470588	0.0	0.0	0.0	0.6252378528225806	0.0	0.007100416666666666	0.010181144067796612	0.0	0.006906721698113207	0.008442908653846153	0.0	0.004864285714285715	0.0	0.0	0.0	0.0	0.0	0.045013880813953494	0.7884072172619048	0.0	0.6728477896341463	0.99109462890625	0.011621975806451613	0.0	0.0	0.0	0.0	0.0	0.0	0.041293342391304354	0.0	0.7749764802631579	0.7668277573529412	0.03290625	0.0
LC55	0.001940618927322192	0.7774539755884918	0.0002367354133615371	0.002207513768686074	0.0	0.0	0.0	0.0	0.0	0.019162887566551833	0.0	0.0	0.0	0.02705620793687631	0.0	0.011601257517769272	1.000088282326992	0.008796192967160709	0.0	0.0	0.0	0.006237697659709045	0.0	0.0	0.0	0.003311134235171696	0.0	0.023753171438927148	0.0	0.0	0.0	0.0	0.037752277039848195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012856968959220937	0.03567562034739454	0.0	0.02694351547070441	0.0	0.0	0.0	0.04719655913978495	0.0	1.0001282820705177	0.0	0.0	0.0	0.025967741935483873	1.0006951092611862	0.04523359288097887	0.0	0.03745161290322581	0.0	0.0	0.0	1.0005318373071528	0.0	0.0	0.0	0.03974193548387097	0.0
LC56	0.013863299750727047	0.1932368126747437	0.02932593744111551	0.0005519343986543312	0.03771946526736632	0.0	0.0	0.0	0.1239802138232194	0.001678406427854034	0.0028434213061067234	0.0	0.00042213570634037814	0.0	0.0	0.0	0.0	0.01876160298229264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015229217649239896	0.0	0.16850840759395583	0.0	0.0	0.0	0.16072763218390804	0.06695005070993915	0.0	0.7034529078744209	0.0	0.0	0.0	0.008498965517241379	0.016046230274693162	0.02366590038314176	0.011426805465191935	0.04317254641909815	0.0	0.021491907107670655	0.27010452586206896	0.0	0.0	0.006127816091954024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000554102259215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC57	0.013184027538726334	0.0006488320463320463	0.0	0.0	0.04135020703933747	0.0	0.0	0.0	0.0	0.021843169209431346	0.017062298483639268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021185919540229886	0.0	0.021466353383458644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028872881355932203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048222580645161287	0.0	1.003	0.9956000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9957
LC58	0.008436740533562822	0.0	0.0	0.0	0.024060041407867494	0.0	0.0	0.0	0.0	0.0041766990291262135	0.022171667996807663	0.0	0.0	0.0	0.0	0.0	0.006417582417582418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04248552631578947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07793023255813954	0.0	0.0	0.0	0.0	0.16013225806451614	0.0	0.9956000000000002	1.003	0.0	0.0	0.0	0.0	0.1301217391304348	0.0	0.0	0.0	1.002
LC59	0.0027794717330861906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008831627006087438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011575817860300621	0.0	0.9724303137651822	0.01112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819162721893492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC60	0.00953956626506024	0.18311194594594593	0.07960368306010929	0.00022097560975609755	0.0	0.0	0.7883891355932203	0.0	0.9687677554585153	0.011427941747572817	0.0	0.0	1.0027380645161292	0.11403824460431655	0.0	0.014481016949152542	0.039526017094017096	0.009348216216216216	0.10960583486238532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35376426966292135	0.0	0.0	0.024307789473684213	0.54134928	0.0	0.0	0.7877234029850746	0.0	0.3189265806451613	0.0	0.0	0.0	0.0	0.04437049056603773	0.7318981538461539	0.0	0.02243657142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.5300799047619048	0.0	0.11935073170731707	0.0	0.17492490322580642	0.2925020689655172	0.0	0.0	0.0	1.0035007999999999	0.0	0.0	0.0	0.5301928421052632	0.5245597647058823	0.0	0.0
LC61	0.005005938973284442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005316180517336269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44477981829980534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4185769927536232	0.0	0.0	0.0	0.0027461071789686552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9403689981096409	0.0	0.0	0.0	0.0	0.0	0.0
LC62	0.005524580932425353	0.7922680258519389	0.0012258018531717747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001609227400688145	0.0	0.01268960943257185	1.0000648829431438	0.0010892283587935763	0.006637574790586359	0.0	0.0	0.0041801790281329925	0.0	0.0	0.0	0.0007927068723702665	0.0	0.031374450415241825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030824684431977564	0.0	0.0	0.0	0.0	0.04194093519278096	0.024493394648829433	0.0	0.04289068322981367	0.0	0.0	0.0	0.05017797101449275	0.0	1.000215166835187	0.0	0.0	0.012811876988335103	0.06475570652173912	1.0005318373071528	0.0	0.0	0.0	0.0	0.0	0.0	1.0008022684310018	0.0	0.0	0.0	0.06555652173913043	0.0
LC63	0.01807965557883709	0.1275064159811986	0.0022923022095509625	0.0	0.0008127284183994959	0.0008080908793723438	0.0016109801031687547	0.0	0.011870457565976836	0.037034845926551284	0.0	0.0	0.0	0.0	0.0	0.04967977155490052	0.0	0.01337638072855464	0.0	0.0	0.0	0.0016772378516624038	0.0	0.0	0.0	0.02814834034595605	0.0	0.0042533463605276016	0.006578860569715143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030812762973352033	0.0	0.0	0.004130950626381725	0.0	0.050853732567678424	0.0029056856187290973	0.0	0.006645252883762201	0.0	0.0	0.08350425531914894	0.027928599033816427	0.0	0.06725824064711831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.003	0.0	0.0	0.09530217391304348	0.0
LC64	0.004218040583386176	0.0	0.6807073339085419	0.007081290115532734	0.0	0.0	0.0	0.0	0.0032297402895886005	0.025424629535002553	0.0010948544545721847	0.0	0.0	0.0	0.0	0.013691347011596787	0.0	0.006267757230915126	0.6958198937711251	0.59469046673287	0.0	0.002004953560371517	0.0	0.0	0.0	0.7131320882852292	0.0	0.07422779420461265	0.05447507562008469	0.0	0.0	0.05552785964912281	0.13362592879256965	0.0	0.009719717203456402	0.0	0.47167648556876063	0.0	0.011353508771929826	0.0	0.0	0.03043803376365442	0.025509109311740892	0.0	0.00848764769065521	0.0	0.0	0.0	0.0035536842105263157	0.0	0.0	1.0006107769423558	0.0	0.7047623876765083	0.7735319078947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2186402745995423	1.002534626038781	1.002185758513932	0.030647368421052635	0.0
LC65	0.008350540396881644	0.0	0.6876939408550305	0.0	0.0	0.0	0.0	0.0	0.0037317236064731574	0.00407372929754426	0.0	0.0	0.0	0.0	0.0	0.006595912263210369	0.0	0.0015102278749337574	0.7612916891527253	0.7493932297447281	0.0	0.017493194925028835	0.0	0.0	0.0	0.7705740037950664	0.0	0.040216126900198275	0.04896984448951995	0.0	0.0	0.03338039215686275	0.06932543252595155	0.0	0.013935030728709396	0.0	0.4318331119544592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002686274509804	0.0	0.7710466284074605	0.7656349264705883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002185758513932	1.0025155709342561	0.06494117647058824	0.0
LC66	0.014483847891566265	0.011537837837837838	0.003265607923497268	0.01744603658536585	0.0	0.0014945488721804512	0.004250476694915254	0.0	0.0	0.040940776699029124	0.0	0.0	0.0	0.07543597122302159	0.0	0.7571758474576271	0.08422692307692307	0.049944144144144144	0.0	0.0	0.0	0.17211911764705884	0.0	0.004227722772277227	0.0	0.0	0.0	0.010764606741573035	0.006442528735632184	0.0	0.0	0.00551	0.0	0.15238676470588236	0.0	0.0	0.007409677419354839	0.0	0.0	0.004561016949152542	0.0	0.0	0.008834615384615383	0.0	0.0906030612244898	0.0	0.10397659574468085	0.0319063829787234	0.7880955555555555	0.0	0.1028186046511628	0.0	0.0	0.0	0.06717343749999999	0.1330806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.07663695652173913	0.0	0.01866973684210526	0.0	0.89925	0.0
LC67	0.009072461273666094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016499722607489598	0.01300167597765363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012035526315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07153486682808716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9957	1.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.003
